Symbol,CompanyName,Sector,Industry
CIVI,Civitas Resources Inc,Energy,"Oil, Gas & Consumable Fuels"
CLB,Core Laboratories Inc,Energy,Energy Equipment & Services
CLCO,COOL COMPANY LTD,Energy,"Oil, Gas & Consumable Fuels"
CLMPF,CANADIAN PREM SAND INC,Energy,Energy Equipment & Services
CLMT,"Calumet Specialty Products Partners, L.P",Energy,"Oil, Gas & Consumable Fuels"
CLNE,Clean Energy Fuels Corp,Energy,"Oil, Gas & Consumable Fuels"
CLTH,CleanTech Biofuels Inc,Energy,"Oil, Gas & Consumable Fuels"
CNDPF,CANADA ENERGY PARTNERS INC,Energy,"Oil, Gas & Consumable Fuels"
CNENF,CLAREN ENERGY CORP,Energy,"Oil, Gas & Consumable Fuels"
CNNEF,CANACOL ENERGY LTD,Energy,"Oil, Gas & Consumable Fuels"
CNPRF,CONDOR ENERGIES INC,Energy,"Oil, Gas & Consumable Fuels"
CNQ,Canadian Natural Resources Ltd (USA),Energy,"Oil, Gas & Consumable Fuels"
CNTO,Centor Energy Inc,Energy,"Oil, Gas & Consumable Fuels"
CNUCF,CANUC RESOURCES CORP,Energy,"Oil, Gas & Consumable Fuels"
CNX,CNX Resources Corp,Energy,"Oil, Gas & Consumable Fuels"
COCBF,Coastal Caribbean Oils and Minerals Ltd,Energy,"Oil, Gas & Consumable Fuels"
COHG,Cheetah Oil & Gas Ltd.,Energy,"Oil, Gas & Consumable Fuels"
COP,ConocoPhillips,Energy,"Oil, Gas & Consumable Fuels"
CPE,Callon Petroleum Company,Energy,"Oil, Gas & Consumable Fuels"
CPG,CRESCENT POINT ENERGY CORP,Energy,"Oil, Gas & Consumable Fuels"
CPPXF,Continental Energy Corporation,Energy,"Oil, Gas & Consumable Fuels"
CPYCF,COMPLIANCE ENERGY CORP,Energy,"Oil, Gas & Consumable Fuels"
CQP,Cheniere Energy Partners LP,Energy,"Oil, Gas & Consumable Fuels"
CRBO,Carbon Energy Corp,Energy,"Oil, Gas & Consumable Fuels"
CRC,California Resources Corp,Energy,"Oil, Gas & Consumable Fuels"
CRDE,Cardinal Ethanol LLC,Energy,"Oil, Gas & Consumable Fuels"
CRGY,Crescent Energy Co,Energy,"Oil, Gas & Consumable Fuels"
CRK,Comstock Resources Inc,Energy,"Oil, Gas & Consumable Fuels"
CRLFF,CARDINAL ENERGY LTD,Energy,"Oil, Gas & Consumable Fuels"
CRNCY,CAPRICORN ENERGY PLC,Energy,"Oil, Gas & Consumable Fuels"
CRRDF,CHEETAH CANYON RSURCS COR,Energy,"Oil, Gas & Consumable Fuels"
CRT,Cross Timbers Royalty Trust,Energy,"Oil, Gas & Consumable Fuels"
CSAN,Cosan SA - ADR,Energy,"Oil, Gas & Consumable Fuels"
CSPUF,CANADIAN SPIRIT RESOURCES,Energy,"Oil, Gas & Consumable Fuels"
CSSV,Caspian Services Inc.,Energy,Energy Equipment & Services
CSTPF,ARROW EXPLORATION CORP,Energy,"Oil, Gas & Consumable Fuels"
CSUAY,China Shenhua Energy Co Ltd - ADR,Energy,"Oil, Gas & Consumable Fuels"
CTARF,CENTAURUS ENERGY INC,Energy,"Oil, Gas & Consumable Fuels"
CTNR,"Central Natural Resources, Inc.",Energy,"Oil, Gas & Consumable Fuels"
CTRA,Coterra Energy Inc,Energy,"Oil, Gas & Consumable Fuels"
CTXAY,AMPOL LTD,Energy,"Oil, Gas & Consumable Fuels"
CVE,Cenovus Energy Inc (US),Energy,"Oil, Gas & Consumable Fuels"
CVI,"CVR Energy, Inc.",Energy,"Oil, Gas & Consumable Fuels"
CVVUF,CanAlaska Uranium Ltd (USA),Energy,"Oil, Gas & Consumable Fuels"
CVX,Chevron Corporation,Energy,"Oil, Gas & Consumable Fuels"
CWEGF,CREW ENERGY INC,Energy,"Oil, Gas & Consumable Fuels"
CWSFF,CIELO WASTE SOLUTIONS CORP,Energy,"Oil, Gas & Consumable Fuels"
CWVLF,CROWN POINT ENERGY INC,Energy,"Oil, Gas & Consumable Fuels"
CYPE,Century Petroleum Corp.,Energy,"Oil, Gas & Consumable Fuels"
CYRS,Cheyenne Resources Corp,Energy,"Oil, Gas & Consumable Fuels"
DALXF,SPARTAN DELTA CORP,Energy,"Oil, Gas & Consumable Fuels"
DBRM,Daybreak Oil and Gas Inc,Energy,"Oil, Gas & Consumable Fuels"
DELKY,DELEK GROUP LTD,Energy,"Oil, Gas & Consumable Fuels"
DEN,Denbury Inc,Energy,"Oil, Gas & Consumable Fuels"
DENR,Discovery Energy Corp,Energy,"Oil, Gas & Consumable Fuels"
DHT,DHT Holdings Inc,Energy,"Oil, Gas & Consumable Fuels"
DINO,HF Sinclair Corp,Energy,"Oil, Gas & Consumable Fuels"
