symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
WHR,130.91,1.546,650506,7176198198,7,121.88-160.74,4.34,Whirlpool Corporation,USD,0000106640,US9633201069,963320106,New York Stock Exchange,NYSE,"Furnishings, Fixtures & Appliances",https://www.whirlpoolcorp.com,"Whirlpool Corporation manufactures and markets home appliances and related products. It operates through four segments: North America; Europe, Middle East and Africa; Latin America; and Asia. The company's principal products include refrigerators, freezers, ice makers, and refrigerator water filters; laundry appliances and related laundry accessories; cooking and other small domestic appliances; and dishwasher appliances and related accessories, as well as mixers. It markets and distributes its products primarily under the Whirlpool, Maytag, KitchenAid, JennAir, Amana, Roper, Affresh, Gladiator, Swash, everydrop, Speed Queen, Hotpoint, Bauknecht, Indesit, Ignis, Privileg, Consul, Eslabon de Lujo, Brastemp, Acros, Ariston, Diqua, and Royalstar brands. The company sells its products to retailers, distributors, dealers, builders, and other manufacturers, as well as directly to consumers. Whirlpool Corporation was founded in 1911 and is headquartered in Benton Harbor, Michigan.",Mr. Marc Robert Bitzer,Consumer Cyclical,US,61000,269 923 5000,2000 North M-63,Benton Harbor,MI,49022-2692,39.5343,193.634,https://financialmodelingprep.com/image-stock/WHR.png,1955-09-15,False,False,True,False,False
