symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
RPM,97.33,0.968544,679718,12538829240,1.84,78.52-107.4,0.46,RPM International Inc.,USD,0000110621,US7496851038,749685103,New York Stock Exchange,NYSE,Specialty Chemicals,https://www.rpminc.com,"RPM International Inc. manufactures, markets, and sells specialty chemicals for the industrial, specialty, and consumer markets worldwide. It offers waterproofing, coating, and institutional roofing systems; sealants, air barriers, tapes, and foams; residential home weatherization systems; roofing and building maintenance services; sealing and bonding, subfloor preparation, flooring, and glazing solutions; resin flooring systems, polyurethane, MMA waterproof, epoxy floor paint and coatings, concrete repair, and protection products; solutions for fire stopping and intumescent steel coating, and manufacturing industry; rolled asphalt roofing materials and chemical admixtures; concrete and masonry admixtures, concrete fibers, curing and sealing compounds, structural grouts and mortars, epoxy adhesives, injection resins, polyurethane foams, floor hardeners and toppings, joint fillers, industrial and architectural coatings, decorative color/stains/stamps, and restoration materials; insulated building cladding materials; and concrete form wall systems. It also provides polymer flooring systems; fiberglass reinforced plastic gratings and shapes; corrosion-control coating, containment and railcar lining, fire and sound proofing, and heat and cryogenic insulation products; specialty construction products; amine curing agents, reactive diluents, and epoxy resins; fluorescent colorants and pigments; shellac-based-specialty and marine coatings; fire and water damage restoration, carpet cleaning, and disinfecting products; fuel additives; wood treatments, and touch-up products; and nail enamels, polishes, and coating components. In addition, it offers paint contractors and the DIYers solutions, concrete restoration and flooring, metallic and faux finish coatings, cleaners, and hobby paints and cements; and caulk, sealant, adhesive, insulating foam, spackling, glazing, patch, and repair products. The company was incorporated in 1947 and is headquartered in Medina, Ohio.",Mr. Frank C. Sullivan,Basic Materials,US,17274,330 273 5090,2628 Pearl Road,Medina,Madinah Province,44258,14.9735,102.964,https://financialmodelingprep.com/image-stock/RPM.png,1980-03-17,False,False,True,False,False
