symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
BCTF,9.2,0.36329,260,43203752,0.28,8.8-14.1,0.2,"Bancorp 34, Inc.",USD,0001668340,US05970V1061,05970V106,Other OTC,PNK,Banks—Regional,https://www.bank34.com,"Bancorp 34, Inc. operates as the holding company for Bank 34 that offers various banking products and services to individuals and businesses in the United States. It accepts various deposit products, such as savings accounts, checking accounts, money market accounts, demand deposits, NOW accounts, and individual retirement accounts, as well as certificates of deposit. The company also provides small business financing services; small business administration loans; owner-occupied real estate financing and long term financing services; working capital, equipment, and manufacturing loans; commercial real estate, multi-family, office, industrial, and construction loans, as well as financing for mobile home parks; personal and mortgage loans; lines of credit; United States Department of Agriculture loans; and investor pools of single family rentals. In addition, it offers credit and debit cards; safe deposit boxes; and merchant card processing and e-banking services. The company operates through its network of four full-service branches in Alamogordo and Las Cruces, southern New Mexico; and Scottsdale and Peoria, Arizona. Bancorp 34, Inc. was founded in 1934 and is headquartered in Scottsdale, Arizona.",Mr. James T. Crotty,Financial Services,US,54,623 463 1440,14850 N. Scottsdale Road,Scottsdale,AZ,85254,5.53103,18.451,https://financialmodelingprep.com/image-stock/BCTF.png,2000-05-22,False,False,True,False,False
