symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
DVA,76.38,0.953335,939039,6973494000,0,65.28-116.97,1.81,DaVita Inc.,USD,0000927066,US23918K1088,23918K108,New York Stock Exchange,NYSE,Medical Care Facilities,https://www.davita.com,"DaVita Inc. provides kidney dialysis services for patients suffering from chronic kidney failure. The company operates kidney dialysis centers and provides related lab services in outpatient dialysis centers. It also provides outpatient, hospital inpatient, and home-based hemodialysis services; owns clinical laboratories that provide routine laboratory tests for dialysis and other physician-prescribed laboratory tests for ESRD patients; and management and administrative services to outpatient dialysis centers. In addition, the company provides disease management services to 16,000 patients in risk-based integrated care arrangements and 7,000 patients in other integrated care arrangements; vascular access services; clinical research programs; physician services; and comprehensive kidney care services. As of December 31, 2021, it provided dialysis and administrative services in the United States through a network of 2,815 outpatient dialysis centers serving approximately 203,100 patients; and operated 339 outpatient dialysis centers located in 10 countries outside of the United States serving approximately 39,900 patients. Further, the company provides acute inpatient dialysis services in approximately 850 hospitals and related laboratory services in the United States. The company was formerly known as DaVita HealthCare Partners Inc. and changed its name to DaVita Inc. in September 2016. DaVita Inc. was incorporated in 1994 and is headquartered in Denver, Colorado.",Mr. Javier J. Rodriguez,Healthcare,US,70000,720 631 2100,2000 16th Street,Denver,CO,80202,5.84892,75.3011,https://financialmodelingprep.com/image-stock/DVA.png,1995-10-31,False,False,True,False,False
