symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
CNBB,36,0.385067,412,78798240,1.16,32.51-46.0,0.59,"CNB Community Bancorp, Inc.",USD,,US12618F1057,,Other OTC,PNK,Banks—Regional,https://www.cnbb.bank,"CNB Community Bancorp, Inc. operates as the bank holding company for County National Bank that provides retail and commercial banking services in Michigan. The company accepts various checking and savings accounts; individual retirement accounts; and time deposits and certificates of deposit. It also provides personal, automobile, boat, recreational and commercial vehicle, commercial and residential real estate, business equipment, and agricultural loans; home equity and operating lines of credit; insurance products; floor plans; SBA, USDA, and other guaranteed loans; fixed and variable rate products; and mortgages. In addition, the company offers ATM, and debit and credit cards; remote deposit, automated clearing house/cash management, overdraft, trust and estate settlement, investment management, private banking, and retirement and financial planning services, as well as mobile, online, and telephone banking services. It operates through 13 branches located in Hillsdale, Jackson, Lenawee, and Calhoun counties, as well as 2 loan production offices and 19 ATMs. CNB Community Bancorp, Inc. was founded in 1934 and is headquartered in Hillsdale, Michigan.",Mr. Joseph R. Williams,Financial Services,US,,517 437 3371,One South Howell Street,Hillsdale,MI,49242-9900,,0,https://financialmodelingprep.com/image-stock/CNBB.png,2018-10-09,False,False,True,False,False
