symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
OTSKY,17.13,0.253625,47581,18590675374,0.36,14.42-20.31,0.02,"Otsuka Holdings Co., Ltd.",USD,,US6891641010,689164101,Other OTC,PNK,Drug Manufacturers—General,https://www.otsuka.com,"Otsuka Holdings Co., Ltd. engages in pharmaceuticals, nutraceuticals, consumer products, and other businesses worldwide. The company develops pharmaceutical products in the fields of oncology, cardiovascular system, renal system, digestive system, ophthalmology, diagnostics, and intravenous solutions, as well as medical devices businesses. It also provides EQUELLE, a product for women's health and beauty; BODYMAINTÉ Jelly, a conditioning food product; BODYMAINTÉ Drink, a drinkable-liquid; POCARI SWEAT, a drink; Calorie Mate, a nutritional food; OS-1, an oral rehydration solution; HINEX-R, a concentrated liquid diet; and Oronine H Ointment, a household antiseptic medicine. In addition, the company offers soft drinks, food products, and wines; chemicals; clinical testing and medical equipment; cosmetics; warehousing and transport services; analysis and measurement equipment; pharmaceutical intermediates; vehicle headlight testers; synthetic resin molded products; paper products; artificial turf; ceramic boards, ceramic walls, reliefs, terracotta, OT ceramics, and ceramic portraits and sign boards; functional films; stable isotopes; software and services to enhance management of mental healthcare systems; potassium titanate; polyolefin foams; spring and mineral water; industrial chemicals; hydrazine; insecticide and toiletry products; and adhesive tapes. Further, it operates a hotel. Otsuka Holdings Co., Ltd. was founded in 1921 and is based in Tokyo, Japan.",Mr. Tatsuo  Higuchi,Healthcare,JP,33482,81 3 6717 1410,2-9 Kanda-Tsukasamachi,Tokyo,,101-0048,,0,https://financialmodelingprep.com/image-stock/OTSKY.png,2012-08-03,False,False,True,False,False
