symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
CWEGF,4.48,1.913253,29529,704968356,0,3.0-5.15,-0.05,Crew Energy Inc.,USD,,,,Other OTC,PNK,Oil & Gas E&P,https://www.crewenergy.com,"Crew Energy Inc. engages in the acquisition, exploration, development, and production of crude oil, natural gas, and natural gas liquids (NGL) in Canada. It primarily holds interests in Septimus, West Septimus, Groundbirch/Monias, Tower, and Attachie, areas located in the southwest, south, and west of Fort St. John in British Columbia. As of December 31, 2021, the West Septimus area had proved plus probable reserves of 51,559.2 thousand barrels (Mbbl) of NGL and 893,110 million cubic feet (Mmcf) of conventional natural gas; the Septimus area comprised of proved plus probable reserves of 4,257.6 Mbbl of light and medium crude oil, and 11,568.9 Mbbl of NGL along with 368,407 Mmcf of conventional natural gas; the Groundbirch/Monias area had total proved plus probable reserves of 9,500.5 Mbbl of NGL and 461,168 Mmcf of conventional natural gas; the Tower area comprised proved plus probable reserves of 1,599.2 Mbbl of light and medium crude oil, 619.2 Mbbl of NGL, and 23,364 Mmcf of conventional natural gas; and the Attachie area comprised proved plus probable reserves of 6,753.4 Mbbl of NGL and 164,970 Mmcf of conventional natural gas The company was incorporated in 2003 and is headquartered in Calgary, Canada.",Mr. Dale Orest Shwed,Energy,CA,52,,250-5th Street SW,Calgary,AB,T2P 0R4,,0,https://financialmodelingprep.com/image-stock/CWEGF.png,2005-11-25,True,False,True,False,False
