symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
MCHB,23200,0.187694,4,1489904000,3984,22800.0-25250.0,0,Mechanics Bank,USD,,US5836141029,,Other OTC,PNK,Banks—Regional,https://www.mechanicsbank.com,"Mechanics Bank provides various financial services for individual clients, and small and middle-market businesses. The company offers checking and savings accounts. It also provides home and auto loans; term loans and lines of credit, multi-family lending, commercial real estate loans, owner-occupied real estate loans, equipment financing, and trade services and letters of credit; and small business administration loans. In addition, the company offers credit and debit cards; payable and receivable solutions, fraud prevention, and cash management services; merchant and payroll services, paycheck protection program solutions, and workplace benefit plans; foreign currency, cashier's checks, wire transfers, overdraft, deposit and treasury, trust and estate, investment and asset management, retirement planning, and wealth management services; and online and mobile banking services. It operates through a network of 115 branch locations in the Greater San Francisco, Sacramento, Los Angeles, and San Diego areas, as well as Central Valley in California. Mechanics Bank was founded in 1905 and is headquartered in Walnut Creek, California.",Mr. John W. DeCero,Financial Services,US,1800,925 210 8170,1350 North Main Street,Walnut Creek,CA,94596,,0,https://financialmodelingprep.com/image-stock/MCHB.png,2007-05-01,False,False,False,False,False
