symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
BDVB,0.065,2.583477,3948,1774351,0,0.0545-0.108,-0.007,"Bagger Dave's Burger Tavern, Inc.",USD,,,,Other OTC,PNK,Restaurants,https://www.baggerdaves.com,"Bagger Dave's Burger Tavern, Inc. owns and operates restaurants in the United States. The company's restaurants offer burgers; fries and sweet potato chips; craft beers, wines, and specialty cocktails, as well as sandwiches, starters, salads, sides, soda, and hand-dipped ice cream and milkshakes. It operates 19 Bagger Dave's restaurants, including 16 in Michigan, 1 in Indiana, and 2 in Ohio. The company also bottles and sells craft sodas and proprietary sauce recipes in-store for guests to take home for personal consumption or gifts; and gift cards. The company was founded in 2008 and is headquartered in Traverse City, Michigan. Bagger Dave's Burger Tavern, Inc. was formerly a subsidiary of Diversified Restaurant Holdings, Inc.",Mr. Thomas Michael Ansley,Consumer Cyclical,US,,231-486-0527,807 West Front Street,Traverse City,MI,49684,,0,https://financialmodelingprep.com/image-stock/BDVB.png,2017-05-25,True,False,True,False,False
