symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
BFC,80.09,0.340248,19307,832127091,1.2,65.0-99.84,1.02,Bank First Corporation,USD,0001746109,US06211J1007,06211J100,NASDAQ Capital Market,NASDAQ,Banks—Regional,https://www.bankfirst.com,"Bank First Corporation operates as a holding company for Bank First N.A. that provides consumer and commercial financial services to businesses, professionals, consumers, associations, individuals, and governmental authorities in Wisconsin. The company offers checking, savings, money market, cash management, retirement, and health savings accounts; other time deposits; certificates of deposit; and residential mortgage products. It also provides credit cards; ATM processing; insurance; data processing and other information technology; investment and safekeeping; treasury management; and online, telephone, and mobile banking services. The company's loan products include real estate loans, including commercial real estate, residential mortgage, and home equity loans; commercial and industrial loans for working capital, accounts receivable, inventory financing, and other business purposes; construction and development loans; residential 1-4 family loans; and consumer loans for personal and household purposes, including secured and unsecured installment loans, and revolving lines of credit. It operates through 21 offices in Manitowoc, Outagamie, Brown, Winnebago, Sheboygan, Waupaca, Ozaukee, Monroe, and Jefferson counties in Wisconsin. The company was formerly known as Bank First National Corporation and changed its name to Bank First Corporation in June 2019. Bank First Corporation was founded in 1894 and is headquartered in Manitowoc, Wisconsin.",Mr. Michael B. Molepske,Financial Services,US,398,920 652 3100,402 North 8th Street,Manitowoc,WI,54220,24.3393,101.379,https://financialmodelingprep.com/image-stock/BFC.png,2003-10-15,False,False,True,False,False
