symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
PKX,93.52,1.241059,345801,28383786852,1.68,41.8-133.09,-0.64,POSCO Holdings Inc.,USD,0000889132,US6934831099,693483109,New York Stock Exchange,NYSE,Steel,https://www.posco.com,"POSCO Holdings Inc., together with its subsidiaries, manufactures and sells steel rolled products and plates in South Korea and internationally. It operates through four segments: Steel, Construction, Trading, and Others. The company offers hot and cold rolled steel, steel plates, wire rods, galvanized sheets, electrical steel, stainless steel, and titanium. It also engages in the design, manufacture, and construction of steel mills and their facilities, and commercial and residential facilities; export and import of raw materials, as well as provision of supply and purchase transactions between domestic and foreign companies, and various steel products; power generation activities; and provision of network, system integration, and logistics services. In addition, the company is involved in the engineering and construction; research and consulting; architectural design and supervision; investment in venture, energy, and technology industries; electronic commerce; intellectual property services and consulting; transporting and warehousing; real estate development, rental, sale, and management; and education and real estate business. Further, it engages in the resource development; mine development; business facility maintenance; fuel cell; iron ore and coal sales; anode reproduction; and cargo handling business, as well as operates housing business agency. Additionally, the company is involved in the IT service and DVR; electric control engineering; forest resources development; refractory materials sales and furnace maintenance; quicklime manufacturing and sales; wastewater treatment operation and maintenance; rice processing; grain sales; and social enterprise businesses. POSCO Holdings Inc. was incorporated in 1968 and is headquartered in Pohang, South Korea.",Mr. Jeong-Woo  Choi,Basic Materials,KR,382,,"6261, Donghaean-ro",Pohang,,,15557.3,15620,https://financialmodelingprep.com/image-stock/PKX.png,1994-10-14,False,False,True,True,False
