symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
OPBK,8.8,0.577255,25043,133136960,0.48,7.5-12.0,-0.02,OP Bancorp,USD,0001722010,US67109R1095,67109R109,NASDAQ Global Market,NASDAQ,Banks—Regional,https://www.myopenbank.com,"OP Bancorp operates as the bank holding company for Open Bank that provides banking products and services in California. It offers demand, checking, savings, money market, and time deposit accounts, as well as certificates of deposit. The company also provides commercial real estate, small business administration, commercial and industrial business, single-family residential, term, consumer, and home mortgage loans; trade financing products; and letters of credit, and SWIFT and export advice. In addition, it offers debit and credit card, online transfer and bill payment, electronic delivery of customer statements, and mobile banking solutions for iPhone and Android phones, including remote check deposit with mobile bill pay; direct deposits, cashier's checks, person to person payments, wire transfers, and automated clearing house (ACH) services; and cash management services, including balance reporting, transfers between accounts, wire transfer initiation, ACH origination, and stop payment services, as well as remote deposit capture, positive pay, zero balance accounts, and sweep accounts. As of January 27, 2022, the company operated nine full branch offices in Downtown Los Angeles, Los Angeles Fashion District, Los Angeles Koreatown, Gardena, Buena Park, and Santa Clara in California; and Carrollton, Texas. It also had four loan production offices in Atlanta, Georgia; Aurora, Colorado; and Lynnwood and Seattle in Washington. The company was founded in 2005 and is headquartered in Los Angeles, California.",Ms. Min Jung Kim,Financial Services,US,221,213 892 9999,1000 Wilshire Boulevard,Los Angeles,CA,90017,18.1853,29.6853,https://financialmodelingprep.com/image-stock/OPBK.png,2005-08-08,True,False,True,False,False
