symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
SGC,8.35,1.106118,24484,137810905,0.56,7.14-12.58,0.58,"Superior Group of Companies, Inc.",USD,0000095574,US8683581024,868358102,NASDAQ Global Market,NASDAQ,Apparel Manufacturing,https://www.superiorgroupofcompanies.com,"Superior Group of Companies, Inc. manufactures and sells apparel and accessories in the United States and internationally. It operates through three segments: Uniforms and Related Products, Remote Staffing Solutions, and Promotional Products. The Uniforms and Related Products segment manufactures and sells a range of uniforms, corporate identity apparel, career apparel, and accessories for personnel of hospitals and healthcare facilities; hotels; food and other restaurants; retail stores; special purpose industrial facilities; commercial markets; transportation; public and private safety and security organizations; and miscellaneous service uses. It also provides various products directly related to uniforms and service apparel; industrial laundry bags for linen suppliers and industrial launderers; personal protective equipment; and promotional and related products for branded marketing programs, corporate awards, incentives and recognition programs, event promotions, employee and consumer rewards and incentives, and specialty packaging and displays. This segment sells its products under the Fashion Seal Healthcare, HPI, and WonderWink brand names. The Remote Staffing Solutions segment provides multilingual telemarketing and business process outsourced solutions through the recruitment and employment of qualified English-speaking agents. The Promotional Products segment produces and sells promotional products and other branded merchandise under the BAMKO, Public Identity, Tangerine, Gifts by Design, and Sutter's Mill brands to corporate clients and universities. The company was formerly known as Superior Uniform Group, Inc. and changed its name to Superior Group of Companies, Inc. in May 2018. Superior Group of Companies, Inc. was founded in 1920 and is headquartered in Seminole, Florida.",Mr. Michael L. Benstock,Consumer Cyclical,US,6600,727 397 9611,10055 Seminole Boulevard,Seminole,FL,33772,1.00386,10.5361,https://financialmodelingprep.com/image-stock/SGC.png,1992-03-17,False,False,True,False,False
