symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
EDSFF,0.0001,-10.243346,0,20547400,0,1.0E-4-1.0E-4,0.0001,Exceed Company Ltd.,USD,,,,Other OTC,PNK,Apparel Manufacturing,https://www.ir.xdlong.cn,"Exceed Company Ltd. is engaged in the design, development, and wholesale of footwear, apparel, and accessories under the brand name of Xidelong in the People's Republic of China. It provides footwear products, including running, leisure, basketball, skateboarding, canvas, tennis, and outdoor footwear products; apparel products comprising sports tops, pants, jackets, track suits, and coats; and accessories, such as bags, socks, hats, and caps. The company offers its products for the customers aging between 15 to 35 years through various distributors. Exceed Company Ltd. was founded in 2001 and is based in Kowloon, Hong Kong.",Mr. Shuipan  Lin,Consumer Cyclical,HK,2016,852 3975 8116,China Minmetals Tower,Kowloon,,,,0,https://financialmodelingprep.com/image-stock/EDSFF.png,2007-12-03,True,False,False,False,False
