symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
MONOY,8.51,0.422461,290290,4228678638,0.11,8.2-18.37,-0.0099,"MonotaRO Co., Ltd.",USD,0001583055,US61022V1070,,Other OTC,PNK,Internet Retail,https://www.monotaro.com,"MonotaRO Co., Ltd., together with its subsidiaries, operates an online MRO products store in Japan and internationally. It offers products in various categories, such as safety protection equipment, work clothes, and safety shoes; logistics, storage, and packing supplies; tapes; safety supplies/safety signs; office supplies; office furniture/lighting/cleaning supplies; cutting tools/abrasives; measurement/surveying supplies; work/electric/pneumatic tools; spray/oil/grease/paint/adhesion/repair/welding supplies; and agricultural materials/gardening supplies. The company also provides building hardware products, building materials, and painting interior supplies; air conditioning/electrical equipment materials/electrical materials; piping/water supply/pump/pneumatic/hydraulic equipment/hose products; mechanical parts; control equipment/solder/static electricity countermeasure supplies; screws/bolts/nails/materials; car/truck supplies; motorcycle/bicycle supplies; kitchen equipment/kitchen products/store supplies; scientific research and development/clean room supplies; and medical/long-term care products. It serves factories, construction, automobile maintenance, and other industries. The company was formerly known as Sumisho Grainger Co., Ltd. and changed its name to MonotaRO Co., Ltd. in 2006. MonotaRO Co., Ltd. was founded in 2000 and is headquartered in Amagasaki, Japan. MonotaRO Co., Ltd. is a subsidiary of Grainger Global Holdings, Inc.",Mr. Masaya  Suzuki,Consumer Cyclical,JP,1275,81 6 4869 7190,Liber Building,Amagasaki,,660-0876,,0,https://financialmodelingprep.com/image-stock/MONOY.png,2015-01-29,False,False,True,False,False
