symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
SCCO,73.83,1.284825,1019804,57078561277,4,45.17-87.59,0.72,Southern Copper Corporation,USD,0001001838,US84265V1052,84265V105,New York Stock Exchange,NYSE,Copper,https://www.southernperu.com,"Southern Copper Corporation engages in mining, exploring, smelting, and refining copper and other minerals in Peru, Mexico, Argentina, Ecuador, and Chile. The company is involved in the mining, milling, and flotation of copper ore to produce copper and molybdenum concentrates; smelting of copper concentrates to produce blister and anode copper; refining of anode copper to produce copper cathodes; production of molybdenum concentrate and sulfuric acid; production of refined silver, gold, and other materials; and mining and processing of zinc and lead. It operates the Toquepala and Cuajone open-pit mines, and a smelter and refinery in Peru; and La Caridad, an open-pit copper mine, as well as a copper ore concentrator, a SX-EW plant, a smelter, refinery, and a rod plant in Mexico. The company also operates Buenavista, an open-pit copper mine, as well as two copper concentrators and two operating SX-EW plants in Mexico. In addition, it operates five underground mines that produce zinc, lead, copper, silver, and gold; a coal mine that produces coal and coke; and a zinc refinery. The company has interests in 82,134 hectares of exploration concessions in Peru; 493,533 hectares of exploration concessions in Mexico; 246,346 hectares of exploration concessions in Argentina; 29,888 hectares of exploration concessions in Chile; and 7,299 hectares of exploration concessions in Ecuador. Southern Copper Corporation was incorporated in 1952 and is based in Phoenix, Arizona. Southern Copper Corporation operates as a subsidiary of Americas Mining Corporation.",Mr. Oscar  Gonzalez Rocha,Basic Materials,US,15018,602 264 1375,1440 East Missouri Avenue,Phoenix,AZ,85014,13.4469,61.1331,https://financialmodelingprep.com/image-stock/SCCO.png,1996-01-05,False,False,True,False,False
