symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
DFIN,54.71,1.537849,182898,1604354337,0,33.17-57.08,0.02,"Donnelley Financial Solutions, Inc.",USD,0001669811,US25787G1004,25787G100,New York Stock Exchange,NYSE,Capital Markets,https://www.dfinsolutions.com,"Donnelley Financial Solutions, Inc. operates as a risk and compliance solutions company worldwide. The company operates through four segments: Capital Markets  Software Solutions (CM-SS), Capital Markets  Compliance and Communications Management (CM-CCM), Investment Companies  Software Solutions (IC-SS), and Investment Companies  Compliance and Communications Management (IC-CCM). The CM-SS segment provides Venue, ActiveDisclosure, eBrevia, and other solutions to public and private companies to manage public and private transaction processes, extract data, and analyze contracts; collaborate; and tag, validate, and file SEC documents. The CM-CCM segment offers tech-enabled services and print and distribution solutions to public and private companies for deal solutions and SEC compliance requirements. The IC-SS segment provides clients with the Arc Suite platform that contains a comprehensive suite of cloud-based solutions and services that enable storage and management of compliance and regulatory information in a self-service and central repository for accessing, assembling, editing, translating, rendering, and submitting documents to regulators. The IC-CCM segment offers clients with tech-enabled solutions for creating and filing regulatory communications and solutions for investor communications, as well as XBRL-formatted filings pursuant to the Investment Act, through the SEC EDGAR system. This segment also provides turnkey proxy services, including discovery, planning and implementation, print and mail management, solicitation, tabulation services, shareholder meeting review, and expert support. Donnelley Financial Solutions, Inc. was founded in 1983 and is headquartered in Chicago, Illinois.",Mr. Daniel N. Leib,Financial Services,US,2150,800 823 5304,35 West Wacker Drive,Chicago,IL,60601-4301,6.61233,38.4777,https://financialmodelingprep.com/image-stock/DFIN.png,2016-09-26,False,False,True,False,False
