symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
SNMN,0.00015,1.855167,1916173,173085,0,1.0E-4-8.5E-4,-0.0001,"SNM Global Holdings, Inc.",USD,,,,Other OTC,PNK,Entertainment,https://www.snmholdings.com,"SNM Global Holdings, Inc., together with its subsidiaries, provides international south Asian media, entertainment, and marketing services with operations in the areas of publication, broadcast television, radio, Internet, film, television production, events, advertising, and marketing. The company publishes a weekly English language newspaper, The Indian Express North American Edition, comprising three regional editions in the United States and an edition in Canada; and Divya Bhaskar North American Edition, a weekly Gujarati language newspaper for the sub-ethnic Gujarati community in the United States and Canada, as well as has a marketing tie-up with the Telugu language newspaper, Telugu Times in North America. It also broadcasts INDIA PLUS on DIRECTV that offers news and current affairs programming for Indians in the United States; and operates as partner in the FM radio station for the south Asian community in North America. In addition, the company produces international television programming in the United States and India for south Asian TV networks; develops films for Bollywood and international markets; and produces proprietary events, such as CineMaya Media Group Indian American Achiever Awards, as well as events for clients. SNM Global Holdings, Inc. was formerly known as CineMaya Media Group, Inc. and changed its name to CineMaya Media Group, Inc. in November 2008. The company was founded in 2000 and is based in Miami, Florida with additional offices in Edison, New Jersey; Santa Clara, California; Toronto, Canada; Mumbai and Delhi, India; and Chicago, Illinois.",Mr. Troy  Lowman,Communication Services,US,1,410-733-6551,7950 NW 53rd Street,Miami,FL,33166,,0,https://financialmodelingprep.com/image-stock/SNMN.png,2000-01-04,True,False,False,False,False
