symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
WYNN,90.3,2.018665,1877782,10288420800,1,53.81-117.86,-0.02,"Wynn Resorts, Limited",USD,0001174922,US9831341071,983134107,NASDAQ Global Select,NASDAQ,Resorts & Casinos,https://www.wynnresorts.com,"Wynn Resorts, Limited designs, develops, and operates integrated resorts. Its Wynn Palace segment operates 424,000 square feet of casino space with 323 table games, 1,035 slot machines, private gaming salons, and sky casinos; a luxury hotel tower with 1,706 guest rooms, suites, and villas, including a health club, spa, salon, and pool; 14 food and beverage outlets; 107,000 square feet of retail space; 37,000 square feet of meeting and convention space; and performance lake and floral art displays. Its Wynn Macau segment operates 252,000 square feet of casino space with 331 table games, 818 slot machines, private gaming salons, sky casinos, and a poker room; two luxury hotel towers with 1,010 guest rooms and suites that include two health clubs, two spas, a salon, and a pool; 14 food and beverage outlets; 59,000 square feet of retail space; 31,000 square feet of meeting and convention space; and Chinese zodiac-inspired ceiling attractions. Its Las Vegas Operations segment operates 194,000 square feet of casino space with 223 table games, 1,751 slot machines, private gaming salons, a sky casino, a poker room, and a race and sports book; two luxury hotel towers with 4,748 guest rooms, suites, and villas, including swimming pools, private cabanas, two full service spas and salons, and a wedding chapel; 32 food and beverage outlets; 513,000 square feet of meeting and convention space; 155,000 square feet of retail space; and two theaters, three nightclubs and a beach club. Its Encore Boston Harbor segment operates 211,000 square feet of casino space with 184 table games, 2,766 slot machines, gaming areas, and a poker room; a luxury hotel tower with 671 guest rooms and suites, including a spa and salon; 15 food and beverage outlets and a nightclub; 10,000 square feet of retail space; 71,000 square feet of meeting and convention space; and a waterfront park, floral displays, and water shuttle service. The company was founded in 2002 and is based in Las Vegas, Nevada.",Mr. Craig Scott Billings,Consumer Cyclical,US,27000,702 770 7555,3131 Las Vegas Boulevard South,Las Vegas,NV,89109,2.86046,100.13,https://financialmodelingprep.com/image-stock/WYNN.png,2002-10-25,False,False,True,False,False
