symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
HEI,166,1.171102,342521,20137957834,0.2,146.86-182.18,-0.28,HEICO Corporation,USD,0000046619,US4228061093,422806109,New York Stock Exchange,NYSE,Aerospace & Defense,https://www.heico.com,"HEICO Corporation, through its subsidiaries, designs, manufactures, and sells aerospace, defense, and electronic related products and services in the United States and internationally. The company's Flight Support Group segment provides jet engine and aircraft component replacement parts; thermal insulation blankets and parts; renewable/reusable insulation systems; and specialty components. This segment also distributes hydraulic, pneumatic, structural, interconnect, mechanical, and electro-mechanical components for the commercial, regional, and general aviation markets; and offers repair and overhaul services for jet engine and aircraft component parts, avionics, instruments, composites, and flight surfaces of commercial aircraft, as well as for avionics and navigation systems, subcomponents, and other instruments utilized on military aircraft. Its Electronic Technologies Group segment provides electro-optical infrared simulation and test equipment; electro-optical laser products; electro-optical, microwave, and other power equipment; electromagnetic and RFI shielding and suppression filters; high-speed interface products; high voltage interconnection devices; high voltage advanced power electronics; power conversion products; and underwater locator beacons and emergency locator transmission beacons. This segment also offers traveling wave tube amplifiers and microwave power modules; three-dimensional microelectronic and stacked memory products; harsh environment connectivity products and custom molded cable assemblies; radio frequency and microwave amplifiers, transmitters, and receivers; communications and electronic intercept receivers and tuners; self-sealing auxiliary fuel systems; active antenna systems; and nuclear radiation detectors. The company serves customers primarily in the aviation, defense, space, medical, telecommunications, and electronics industries. HEICO Corporation was incorporated in 1957 and is headquartered in Hollywood, Florida.",Mr. Laurans A. Mendelson,Industrials,US,6500,954 987 4000,3000 Taft Street,Hollywood,FL,33021,7.76441,162.436,https://financialmodelingprep.com/image-stock/HEI.png,1980-03-17,False,False,True,False,False
