symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
HGV,38.62,2.005876,688701,4250015140,0,35.861-51.81,0.66,Hilton Grand Vacations Inc.,USD,0001674168,US43283X1054,43283X105,New York Stock Exchange,NYSE,Resorts & Casinos,https://www.hiltongrandvacations.com,"Hilton Grand Vacations Inc., a timeshare company, develops, markets, sells, and manages vacation ownership resorts primarily under the Hilton Grand Vacations brand. The company operates in two segments, Real Estate Sales and Financing, and Resort Operations and Club Management. It sells vacation ownership intervals and vacation ownership interests; manages resorts and clubs; operates points-based vacation clubs and resort amenities; and finances and services loans provided to consumers for their timeshare purchases. The company also manages and operates the points-based Hilton Grand Vacations Club and Hilton Club exchange programs, and Diamond Clubs, which provide exchange, leisure travel, and reservation services to approximately 333,000 members, as well as engages in the rental of inventory made available due to ownership exchanges through its club programs. As of December 31, 2021, it had 154 properties located in the United States. The company was founded in 1992 and is headquartered in Orlando, Florida.",Mr. Mark D. Wang,Consumer Cyclical,US,14500,407 613 3100,6355 MetroWest Boulevard,Orlando,FL,32835,17.1992,63.6592,https://financialmodelingprep.com/image-stock/HGV.png,2017-01-04,False,False,True,False,False
