symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
MOD,46.76,2.235741,686984,2444767108,14.191500000000008,14.47-51.76,-1.22,Modine Manufacturing Company,USD,0000067347,US6078281002,607828100,New York Stock Exchange,NYSE,Auto Parts,https://www.modine.com,"Modine Manufacturing Company provides engineered heat transfer systems and heat transfer components for use in on- and off-highway original equipment manufacturer (OEM) vehicular applications. It operates through Climate Solutions and Performance Technologies segments. The company offers gas-fired, hydronic, electric, and oil-fired unit heaters; indoor and outdoor duct furnaces; infrared units; perimeter heating products, such as commercial fin-tube radiation, cabinet unit heaters, and convectors; roof-mounted direct- and indirect-fired makeup air units; unit ventilators; single packaged vertical units; precision air conditioning units for data center applications; air handler units; fan walls; chillers; ceiling cassettes; hybrid fan coils; and condensers and condensing units. It also provides microchannel, heat recovery, round tube plate fin, and motor and generator cooling coils; evaporator unit, fluid, transformer oil, gas, air blast, and dry and brine coolers, as well as remote condensers; and coatings to protect against corrosion. In addition, the company offers powertrain cooling products, including engine cooling modules, radiators, charge air coolers, condensers, oil coolers, fan shrouds, and surge tanks; on-engine cooling products comprising exhaust gas recirculation, engine oil, fuel, charge air, and intake air coolers; auxiliary cooling products, such as transmission and retarder oil coolers, and power steering coolers; and complete battery thermal management systems and electronics cooling packages. It serves heating, ventilation, and cooling OEMs; construction architects and contractors; wholesalers of heating equipment; automobile, truck, bus, and specialty vehicle OEMs; agricultural, industrial, and construction equipment OEMs; and commercial and industrial equipment OEMs. The company has operations in North America, South America, Europe, and Asia. Modine Manufacturing Company was incorporated in 1916 and is headquartered in Racine, Wisconsin.",Mr. Neil D. Brinker,Consumer Cyclical,US,11000,262 636 1200,1500 DeKoven Avenue,Racine,WI,53403,0.937442,21.6126,https://financialmodelingprep.com/image-stock/MOD.png,1982-09-20,False,False,True,False,False
