symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
EXTO,6.82,0.673698,965458,1106429005,0,4.8-6.845,0.07,Almacenes Éxito S.A.,USD,0001957146,,,New York Stock Exchange,NYSE,Department Stores,https://www.grupoexito.com.co,"Almacenes Éxito S.A. operates as a retail commerce company in South America. It operates a chain of retail stores primarily under the Éxito, Carulla, Surtimax, Super Inter, Surti Mayorista, Libertad, Mini Libertad, Devoto, Disco, and Géant brands. It is also involved in the online commerce. In addition, the company engages in the credit facilities, insurance, money transfers and remittances, mobile phone services, trade tourist package trips and tickets, repair and maintain furnishings, paperwork, and energy trade; and acquisition and building commercial premises for establishing stores, malls, or other locations, as well as investing in property, promoting and developing various kinds of real estate projects. The company was founded in 1905 and is headquartered in Envigado, Colombia.",Ms. Ivonne Windmueller Palacio,Consumer Cyclical,CO,,57 4 604 9696,"Carrera 48, No. 32 B Sur - 139",Envigado,,3479,,0,https://financialmodelingprep.com/image-stock/EXTO.png,2023-09-13,True,False,True,False,False
