symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
KMTUY,25.78,1.155462,121335,24386693708,1,17.42-31.03,-0.006,Komatsu Ltd.,USD,,US5004584018,500458401,Other OTC,PNK,Farm & Heavy Construction Machinery,https://www.komatsu.jp,"Komatsu Ltd. manufactures and sells construction, mining, and utility equipment; and forest and industrial machinery worldwide. The company operates through three segments: Construction, Mining and Utility Equipment; Retail Finance; and Industrial Machinery and Others. It offers construction and mining equipment, including rope shovels, continuous miners, hydraulic excavators, wheel loaders, bulldozers, motor graders, dump trucks, mini excavators, utility equipment, and other mining equipment. The company also provides forklift trucks; forestry equipment, including harvesters, forwarders, and feller bunchers; demolition, waste, and recycling equipment, such as mobile crushers, hydraulic excavators, wheel loaders, and mini shovels; and tunnel-boring machines, pipe layers, towing tractors, and engines. In addition, it offers metal forging and stamping presses, including large press system; sheet-metal machines, such as fiber laser cutting machine; machine tools, which comprise transfer machines; logistics equipment; lithography light source and temperature-control equipment for semiconductor manufacturing; battery manufacturing equipment; wire saws; and thermoelectric modules. Further, the company provides retail financing for construction and mining equipment; construction machinery rental services; remanufactured products; other support services; and purchases and sells used equipment. Komatsu Ltd. was founded in 1884 and is headquartered in Tokyo, Japan.",Mr. Hiroyuki  Ogawa,Industrials,JP,64343,81 3 5561 4711,2-3-6 Akasaka,Tokyo,,107-8414,,0,https://financialmodelingprep.com/image-stock/KMTUY.png,2007-07-26,False,False,True,False,False
