symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
MENB,0.0001,17.299343,754,272400,0,1.0E-4-2.0E-4,0,"Mendocino Brewing Company, Inc.",USD,,,,Other OTC,PNK,Beverages—Brewers,https://www.mendobrew.com,"Mendocino Brewing Company, Inc., together with its subsidiaries, engages in the brewing, production, and sale of beer and malt beverages in the United States, Canada, and Europe. It operates through two segments, the North American Territory and the Foreign Territory. The company produces and markets craft beers primarily under the Red Tail Ale, Blue Heron Pale Ale, Black Hawk Stout, Eye of the Hawk Select Ale, and White Hawk Original IPA. It also owns and operates brewpub and gift store in Ukiah, California; brews its products for various other brands on contract basis; and distributes alcoholic beverages, primarily under Kingfisher Premium Lager brand in the United Kingdom and Europe. The company sells its products through wholesale distributors to consumers at supermarkets, warehouse stores, liquor stores, taverns and bars, restaurants, and convenience stores in North America; Indian restaurants by restaurant trade distributors, as well as through supermarkets, liquor stores, and licensed shops and convenience stores in the European Union;; and through provincial liquor boards and independent distributors in Canada. Mendocino Brewing Company, Inc. was founded in 1982 and is based in Ukiah, California.",Mr. Yashpal  Singh,Consumer Defensive,US,77,707-463-2627,1601 Airport Road,Ukiah,CA,95482,,0,https://financialmodelingprep.com/image-stock/MENB.png,2002-05-06,True,False,False,False,False
