symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
PKDC,13,0.632176,485,195581100,0,5.5-13.0,0.01,Parker Drilling Company,USD,0000076321,US7010816061,701081606,Other OTC,PNK,Oil & Gas Equipment & Services,https://www.parkerdrilling.com,"Parker Drilling Company provides contract drilling and drilling-related services, and rental tools and services to the energy industry. It operates through two business lines, Drilling Services and Rental Tools Services. The Drilling Services business line drills oil, natural gas, and geothermal wells with company-owned rigs and customer-owned rigs; and operates barge rigs for drilling oil and natural gas in the shallow waters in and along the inland waterways and coasts of Louisiana, Alabama, and Texas. This business line also provides project related services, such as engineering, procurement, project management, and commissioning of customer-owned drilling facility projects; drill wells and manages the logistical and technological challenges of operating in remote, harsh, and ecologically sensitive areas. The Rental Tools Services business line offers rental equipment, such as standard and heavy-weight drill pipes, tubing, drill collars, and others; pressure control equipment, including blow-out preventers; well construction services, such as tubular running services and downhole tools; well intervention services comprising whipstock, fishing products, and related services; and inspection and machine shop support services for exploration and production companies, drilling contractors, and service companies on land and offshore. The company serves independent and national oil and natural gas exploration and production companies, and integrated service providers in the United States, Russia and other Commonwealth of Independent States countries, Europe, the Middle East, Africa, Asia, Latin America, and other countries. Parker Drilling Company was founded in 1934 and is headquartered in Houston, Texas.",Mr. Alexander  Esslemont,Energy,US,2670,281 406 2000,5 Greenway Plaza,Houston,TX,77046,,0,https://financialmodelingprep.com/image-stock/PKDC.png,2020-02-11,False,False,False,False,False
