symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
GGAL,12.49,1.943858,797314,1841887710,0.59,7.0-18.64,-0.11,Grupo Financiero Galicia S.A.,USD,0001114700,US3999091008,399909100,NASDAQ Capital Market,NASDAQ,Banks—Regional,https://www.gfgsa.com,"Grupo Financiero Galicia S.A., a financial service holding company, provides various financial products and services to individuals and companies in Argentina. The company operates through Banks, NaranjaX, Insurance, and Other Businesses segments. The company's products and services cover savings, current, and checking accounts; personal loans; express and mortgage loans; pledge and credit card loans; credit and debit cards; and online banking services. It also offers financing products and services; consumer finance services; electronic check; global custody services; Fima funds; financial and stock market services to individuals, companies, and financial institutions; foreign trade services; and capital market and investment banking products that include debt securities, short-term securities, bills, and financial trusts. In addition, the company provides robbery, personal accident, life collective, home, life, integral pyme, pet, surety, various risks, and technical insurance products. Further, it offers private banking services to high net worth individuals; and operates digital investment platform. As of December 31, 2021, it had 312 full service banking branches; and 1,991 ATMs and self-service terminals. Grupo Financiero Galicia S.A. was founded in 1905 and is based in Buenos Aires, Argentina.",Mr. Fabian  Enrique Kon,Financial Services,AR,8792,54 11 4343 7528,Teniente General Juan D. PerOn 430,Buenos Aires,,1038,1603.29,1616.53,https://financialmodelingprep.com/image-stock/GGAL.png,2000-07-25,False,False,True,True,False
