symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
PATK,75.9,1.853439,120173,1685890800,1.8,41.75-87.36,1.89,"Patrick Industries, Inc.",USD,0000076605,US7033431039,703343103,NASDAQ Global Select,NASDAQ,"Furnishings, Fixtures & Appliances",https://www.patrickind.com,"Patrick Industries, Inc. manufactures and distributes components, building products, and materials for the recreational vehicle, marine, manufactured housing, and industrial markets in the United States, China, and Canada. Its Manufacturing segment manufactures and sells furniture, shelving, wall, countertop, and cabinet product; cabinet door, fiberglass bath fixture, and tile system; hardwood furniture, vinyl printing, amplifiers, tower speakers, soundbars, and subwoofers; solid surface, granite, and quartz countertop fabrication; aluminum product; fiberglass and plastic components; RV painting; decorative vinyl and paper laminated panels; softwoods lumber; custom cabinet; polymer-based flooring product; dash panels; and other products. This segment also provides wrapped vinyl, paper, and hardwood profile moulding; interior passage doors; air handling products; slide-out trim and fascia; treated, untreated, and laminated plywood; fiberglass and plastic helm systems and components; boat covers, tower, top, and frame; adhesives and sealants; thermoformed shower surrounds; specialty bath, and closet building products; wiring and wire harnesses; aluminum and plastic fuel tanks; CNC molds, composite part, marine hardware; slotwall panels, components; and other products. The company's Distribution segment distributes pre-finished wall and ceiling panel, drywall and finishing product, electronic, audio system component, appliance, marine accessories, wiring product, electrical and plumbing product, fiber reinforced polyester product; cement siding product, raw and processed lumber, interior passage, roofing, laminate, and ceramic flooring product, shower door, furniture, fireplace and surround, interior and exterior lighting product, and other products. This segment also offers transportation and logistics service. The company was founded in 1959 and is headquartered in Elkhart, Indiana.",Mr. Andy L. Nemeth,Consumer Cyclical,US,10000,574 294 7511,107 West Franklin Street,Elkhart,IN,46515,9.86072,58.7493,https://financialmodelingprep.com/image-stock/PATK.png,1980-03-17,False,False,True,False,False
