symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
ACU,28.62,0.81749,11129,102116446,0.56,21.27-37.99,0.47,Acme United Corporation,USD,0000002098,US0048161048,004816104,American Stock Exchange,AMEX,Household & Personal Products,https://www.acmeunited.com,"Acme United Corporation supplies first aid and safety, cutting, sharpening, and measuring products to the school, home, office, hardware, sporting goods, and industrial markets in the United States, Canada, Europe, and internationally. The company offers scissors, shears, knives, rulers, pencil sharpeners, paper trimmers, safety cutters, lettering products, glue guns, and other craft products under the Westcott brand name; and cutting tools under the Clauss brand. It also provides fixed blades, folding knives, sight cutting tools, and tactical tools under the Camillus brand; fishing tools and knives, as well as cut and puncture resistant gloves, telescopic landing nets, net containment systems, and tools and fishing gaffs under the Cuda brand; and sharpening tools under the DMT brand. In addition, the company offers first aid kit and safety solutions under the First Aid Only brand; portable eyewash solution and over-the-counter medication, including active ingredients aspirin, acetaminophen, and ibuprofen under the PhysiciansCare brand; bodily fluid and spill clean-up solution under the Spill Magic brand; various first aid kit, refill, and safety supplies, including CPR kits, burn kits, and automotive and emergency first aid kits under the First Aid Central; and alcohol prep pads, alcohol wipes, benzalkonium chloride wipes, various antiseptic wipes, castile soaps, and lens cleaning wipes under the Med-Nap brand. It sells its products directly and through its independent manufacturer representatives to wholesale, contract, and retail stationery distributors; office supply super stores; school supply distributors; industrial distributors; wholesale florists; mass market and e-commerce retailers; and hardware chains, as well as sells a selection of products through its websites. The company was formerly known as Acme Shear Company and changed its name to Acme United Corporation in 1971. Acme United Corporation was founded in 1867 and is based in Shelton, Connecticut.",Mr. Walter C. Johnsen,Consumer Defensive,US,619,203 254 6060,1 Waterview Drive,Shelton,CT,06484,2.37997,25.78,https://financialmodelingprep.com/image-stock/ACU.png,1980-03-17,False,False,True,False,False
