symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
VAC,96.27,1.994815,496460,3510918765,2.88,90.89-165.85,0.29,Marriott Vacations Worldwide Corporation,USD,0001524358,US57164Y1073,57164Y107,New York Stock Exchange,NYSE,Resorts & Casinos,https://www.marriottvacationsworldwide.com,"Marriott Vacations Worldwide Corporation, a vacation company, develops, markets, sells, and manages vacation ownership and related products. It operates through two segments, Vacation Ownership and Exchange & Third-Party Management. The company manages vacation ownership and related products under the Marriott Vacation Club, Grand Residences by Marriott, Sheraton Vacation Club, Westin Vacation Club, Hyatt Residence Club, and Marriott Vacation Club Pulse brands. It also develops, markets, and sells vacation ownership and related products under The Ritz-Carlton Destination Club brand; and holds right to develop, market, and sell ownership residential products under The Ritz-Carlton Residences brand. In addition, the company offers exchange networks and membership programs, as well as provision of management services to other resorts and lodging properties through various brands, including Interval International, Trading Places International, Vacation Resorts International, and Aqua-Aston. As of December 31, 2021, the company operated approximately 120 properties in the United States and thirteen other countries and territories. The company sells its upscale tier vacation ownership products primarily through a network of resort-based sales centers and off-site sales locations. Marriott Vacations Worldwide Corporation was founded in 1984 and is headquartered in Orlando, Florida.",Mr. John E. Geller Jr.,Consumer Cyclical,US,21400,407-206-6000,9002 San Marco Court,Orlando,FL,32819,6.19982,152.79,https://financialmodelingprep.com/image-stock/VAC.png,2011-11-08,False,False,True,False,False
