symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
SPKKY,14.78,0.170359,63500,5453273258,0.96,13.71-17.33,0.02,Spark New Zealand Limited,USD,,US84652A1025,84652A102,Other OTC,PNK,Telecom Services,https://www.sparknz.co.nz,"Spark New Zealand Limited, together with its subsidiaries, provides telecommunications and digital services in New Zealand. It offers telecommunications, information technology, media, and other digital products and services, including mobile services; voice services; broadband services; internet sports streaming services; cloud, security, and service. The company also provides IT infrastructure, business cloud, business and outsourced telecommunications, software, big data analytics, data center, and international wholesale telecommunications services. In addition, it offers local, national, and international telephone and data services; finance products; group insurance products; and mobile phone repair services. Further, the company retails telecommunications products and services; and distributes equipment. It serves consumers, households, small businesses, government, and large enterprises. The company was formerly known as Telecom Corporation of New Zealand Limited and changed its name to Spark New Zealand Limited in August 2014. Spark New Zealand Limited was incorporated in 1987 and is headquartered in Auckland, New Zealand.",Ms. Jolie  Hodson,Communication Services,NZ,4976,64 4 471 1638,Spark City,Auckland,,1010,,0,https://financialmodelingprep.com/image-stock/SPKKY.png,1991-07-17,False,False,True,False,False
