symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
SMTOY,11.06,0.674972,11820,8625395645,0.36,9.96-13.34,-0.25,"Sumitomo Electric Industries, Ltd.",USD,,US8656172033,,Other OTC,PNK,Auto Parts,https://sumitomoelectric.com,"Sumitomo Electric Industries, Ltd. manufactures and sells electric wires and cables worldwide. It operates through Automotive, Infocommunications, Electronics, Environment and Energy, and Industrial Materials and Others segments. The company offers wiring harnesses and electrical components; steel cords for tire reinforcement; steel wires for springs; wiring materials; optical lenses for infrared devices; abrasion-resistant parts/materials; heat shrink and heat-resistant tubing/tapes; magnet and aluminum bars/wires; spinel products; products for electronic devices; sintered parts; and EV quick-charger connector assemblies. It also provides fiber optics products; fusion splicer and accessories; data center solutions; intelligent transport systems; remote monitoring systems; NanoPlug series; CATV systems; set top boxes; optical transceiver modules, and optical and wireless devices; optical lenses for infrared devices; AirMT, non-contact multi-fiber interconnects; and low profile fiber-array for silicon photonics. In addition, the company offers electronic wires; flexible printed circuits; heat-shrinkable tubings; cladded/plated and electroplated wires; thermoplastic molded components; PTFE membranes; spiral shielded and electronic wires; cross linked fluorine resins; coaxial cables; flat components; thunderbolt cables; plated and alloy wires; abrasion-resistant parts/materials; and RGB laser modules. Further, it provides various energy and environment systems; products for railway and transport machinery; steel wires for springs; abrasion-resistant parts/materials; magnet wires; diamond/CBN grinding wheels; PC steel wires and high-strength shear reinforcement; drills/endmills; CBN/PCD; milling and turning tools; laser optics; and magnesium alloy parts. The company was formerly known as Sumitomo Electric Wire & Cable Works and changed its name to Sumitomo Electric Industries, Ltd. in 1939. The company was founded in 1897 and is headquartered in Osaka, Japan.",Mr. Masayoshi  Matsumoto,Consumer Cyclical,JP,289191,81 6 6220 4141,"4-5-33, Kitahama",Osaka,,541-0041,,0,https://financialmodelingprep.com/image-stock/SMTOY.png,1996-03-05,False,False,True,False,False
