symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
YUMAQ,0.0001,9927.777,79,46560,0,1.0E-4-0.001,0,"Yuma Energy, Inc.",USD,0001672326,,98872F204,Other OTC,PNK,Oil & Gas E&P,https://www.yumaenergyinc.com,"Yuma Energy, Inc. focuses on the acquisition, development, and exploration for conventional and unconventional oil and natural gas resources in the United States. It has onshore properties located in central and southern Louisiana, and southeastern Texas; and operated and non-operated assets in south Louisiana, including Cameron, LaFourche, Livingston, St. Helena, St. Bernard, and Vermilion parishes. The company also holds operated and non-operated assets located in Jefferson and Madison counties, southeast Texas; non-operated position in the East Texas Woodbine; and operated positions in Kern County in California. Yuma Energy, Inc. is based in Houston, Texas. On October 19, 2020, the voluntary petition of Yuma Energy, Inc. for reorganization under Chapter 11 was converted to Chapter 7. It had filed for Chapter 11 bankruptcy on April 15, 2020.",Mr. Anthony C. Schnur,Energy,US,22,713-968-7068,1177 West Loop South,Houston,TX,77027,,0,https://financialmodelingprep.com/image-stock/YUMAQ.png,1996-01-09,True,False,False,False,False
