symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
PRK,98.86,0.729346,41959,1596925124,4.2,90.28-151.59,2.53,Park National Corporation,USD,0000805676,US7006581075,700658107,American Stock Exchange,AMEX,Banks—Regional,https://www.parknationalcorp.com,"Park National Corporation operates as the bank holding company for Park National Bank that provides commercial banking and trust services in small and medium population areas. The company offers deposits for demand, savings, and time accounts; trust and wealth management services; cash management services; safe deposit operations; electronic funds transfers; Internet and mobile banking solutions with bill pay service; credit cards; and various additional banking-related services for individual customers. It also provides commercial loans, including financing for industrial and commercial properties, financing for equipment, inventory and accounts receivable, acquisition financing, and commercial leasing, as well as for consumer finance companies; commercial real estate loans comprising mortgage loans to developers and owners of commercial real estate; consumer loans, such as automobile loans and leases; consumer finance services; home equity lines of credit; and residential real estate and construction loans, as well as installment loans and commercial loans. In addition, the company offers aircraft financing and asset management services. As of December 31, 2021, it operated 96 financial service offices and a network of 116 automated teller machines in 26 Ohio counties, 1 Kentucky county, 3 North Carolina counties, and 4 South Carolina counties. The company was founded in 1908 and is headquartered in Newark, Ohio.",Mr. David L. Trautman,Financial Services,US,1632,740 349 8451,50 North Third Street,Newark,OH,43058-3500,38.8649,160.365,https://financialmodelingprep.com/image-stock/PRK.png,1990-08-31,False,False,True,False,False
