symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
ASCCY,31.85,1.384157,5159,5833646000,0.35,14.12-39.49,-0.0612,ASICS Corporation,USD,,US04521N1019,04521N101,Other OTC,PNK,Footwear & Accessories,https://corp.asics.com/jp,"ASICS Corporation manufactures and sells sports goods in Japan, the Americas, Europe, Oceania, Southeast and South Asia, and internationally. It offers sports shoes, apparel, and equipment. The company sells its products under the ASICS, ASICSTIGER, and Onitsuka Tiger brands through 989 retail stores, as well as through online. ASICS Corporation was founded in 1949 and is headquartered in Kobe, Japan.",Mr. Yasuhito  Hirota,Consumer Cyclical,JP,8886,81 78 303 2231,"1-1, Minatojima-Nakamachi 7-chome",Kobe,,650-8555,,0,https://financialmodelingprep.com/image-stock/ASCCY.png,2014-11-12,False,False,True,False,False
