symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
KAOOY,7.13,0.188174,159176,16571331986,0.22,6.59-8.25,0.01,Kao Corporation,USD,,US4855374017,,Other OTC,PNK,Household & Personal Products,https://www.kao.com/jp/,"Kao Corporation develops and sells cosmetic, skin/hair care, human health care, fabric and home care, and chemical products. It operates through five segments: Hygiene and Living Care Business, Health and Beauty Care Business, Life Care Business, Cosmetics Business, and Chemical Business. The Hygiene and Living Care Business segment offers laundry detergents; fabric treatments; kitchen, paper, and house cleaning products; sanitary napkins; and baby diapers. The Health and Beauty Care Business segments provides skin and hair care products, professional hair care products, bath additives, and oral care and thermo products. The Life Care Business segments offers health drinks, as well as hygiene products for commercial use. The Cosmetics Business segment provides counseling and self-selection cosmetic products. The Chemical Business segment offers oleo chemicals; fat and oil derivatives; surfactants; fragrances; water-reducing admixtures; casting sand binders; plastics additives; process chemicals; toners and toner binders; inkjet ink colorants and ink; fine polishing agents and cleaners; and materials and process chemicals. The company was formerly known as Kao Soap Co., Ltd. and changed its name to Kao Corporation in 1982. Kao Corporation was founded in 1887 and is headquartered in Tokyo, Japan.",Mr. Yoshihiro  Hasebe,Consumer Defensive,JP,35411,81 3 3660 7111,"14-10, Nihonbashi Kayabacho",Tokyo,,103-8210,,0,https://financialmodelingprep.com/image-stock/KAOOY.png,2004-03-16,False,False,True,False,False
