symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
GNGBY,18.69,0.731856,29889,5090595001,0.41,16.21-26.22,0.04,Getinge AB (publ),USD,,US37427X1046,,Other OTC,PNK,Medical Devices,https://www.getinge.com,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, logistic automation solutions, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; practice-oriented monitoring systems and disposables, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected solutions, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; intra-aortic balloon counter pulsation therapies; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; OR integration and management; patient flow management; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport & storage; trays & baskets; and vascular and cardiothoracic surgery solutions. It offers its products through a network of proprietary sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",Mr. Mattias  Perjos M.Sc.,Healthcare,SE,11098,46 1 03 35 00 00,Lindholmspiren 7A,Gothenburg,,417 56,,0,https://financialmodelingprep.com/image-stock/GNGBY.png,2012-08-17,False,False,True,False,False
