symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
TMST,20.41,1.740407,241837,886914509,0.7000000000000001,15.33-23.49,-0.005,TimkenSteel Corporation,USD,0001598428,US8873991033,887399103,New York Stock Exchange,NYSE,Steel,https://www.timkensteel.com,"TimkenSteel Corporation manufactures and sells alloy steel, and carbon and micro-alloy steel products in the United States and internationally. It offers carbon, micro-alloy, and alloy steel ingots, bars, tubes, and billets, as well as supplies machining and thermal treatment services. The company's products are used in gears; hubs; axles; crankshafts and connecting rods; oil country drill pipes; bits and collars; bearing races and rolling elements; bushings; fuel injectors; wind energy shafts; anti-friction bearings; and other applications. It also provides custom-make precision steel components. The company offers its products and services to the automotive; oil and gas; industrial equipment; mining; construction; rail; defense; heavy truck; agriculture; power generation; and oil country tubular goods sectors. TimkenSteel Corporation was founded in 1899 and is headquartered in Canton, Ohio.",Mr. Michael S. Williams B.Sc.,Basic Materials,US,1700,330 471 7000,1835 Dueber Avenue SW,Canton,OH,44706,4.78889,24.7489,https://financialmodelingprep.com/image-stock/TMST.png,2014-06-19,False,False,True,False,False
