symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
CLX,124.04,0.314,1539073,15381084040,4.76,119.51-178.21,-0.92,The Clorox Company,USD,0000021076,US1890541097,189054109,New York Stock Exchange,NYSE,Household & Personal Products,https://www.thecloroxcompany.com,"The Clorox Company manufactures and markets consumer and professional products worldwide. It operates through four segments: Health and Wellness, Household, Lifestyle, and International. The Health and Wellness segment offers cleaning products, such as laundry additives and home care products primarily under the Clorox, Clorox2, Scentiva, Pine-Sol, Liquid-Plumr, Tilex, and Formula 409 brands; professional cleaning and disinfecting products under the CloroxPro and Clorox Healthcare brands; professional food service products under the Hidden Valley brand; and vitamins, minerals and supplement products under the RenewLife, Natural Vitality, NeoCell, and Rainbow Light brands in the United States. The Household segment provides cat litter products under the Fresh Step and Scoop Away brands; bags and wraps under the Glad brand; and grilling products under the Kingsford brand in the United States. The Lifestyle segment offers dressings, dips, seasonings, and sauces primarily under the Hidden Valley brand; natural personal care products under the Burt's Bees brand; and water-filtration products under the Brita brand in the United States. The International segment provides laundry additives; home care products; water-filtration systems; digestive health products; grilling products; cat litter products; food products; bags and wraps; natural personal care products; and professional cleaning and disinfecting products internationally primarily under the Clorox, Ayudin, Clorinda, Poett, Pine-Sol, Glad, Brita, RenewLife, Ever Clean and Burt's Bees brands. The Clorox Company sells its products primarily through mass retailers; grocery outlets; warehouse clubs; dollar stores; home hardware centers; drug, pet and military stores; third-party and owned e-commerce channels; and distributors, as well as a direct sales force The company was founded in 1913 and is headquartered in Oakland, California.",Ms. Linda  Rendle,Consumer Defensive,US,8700,510 271 7000,1221 Broadway,Oakland,CA,94612-1888,11.3359,151.836,https://financialmodelingprep.com/image-stock/CLX.png,1983-03-21,False,False,True,False,False
