symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
SAKL,0.0062,1.600069,10766,4267,0,0.005-0.053,-0.0127,"Sack Lunch Productions, Inc.",USD,,,,Other OTC,PNK,Entertainment,https://www.sacklunchproductions.com,"Sack Lunch Productions, Inc., together with its subsidiaries, engages in the event and film production businesses worldwide. The company operates through three segments: Events, Salons, and Other. The Events segment produces branded events under the Color Me Rad, The Dirty Dash, Lantern Fest, Slide the City, and Trike Riot trademarked names; and franchises its branded events to third parties under agreements with various franchisees. The Salons segment operates health and beauty salons. This segment operates through a network of two Aveda lifestyle salons; and an Aveda retail store. The Other segment distributes films; provides assisting services in the development and production of film products; and acquires, leases, and sells commercial and residential properties. The company was formerly known as Nexia Holdings, Inc. and changed its name to Sack Lunch Productions, Inc. in April 2015. Sack Lunch Productions, Inc. was incorporated in 1987 and is headquartered in Salt Lake City, Utah.",Mr. Richard D. Surber,Communication Services,US,49,801 575 8073,59 West 100 South,Salt Lake City,UT,84101,,0,https://financialmodelingprep.com/image-stock/SAKL.png,2017-11-28,True,False,False,False,False
