symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
AATP,8,0.325959,84,603616000,0,4.01-11.0,-10,Agape ATP Corporation,USD,0001713210,,,Other OTC,OTC,Household & Personal Products,https://www.agapeatpgroup.com,"Agape ATP Corporation, an investment holding company, supplies health and wellness products and health solution advisory services in Malaysia. The company offers three series of programs that consist of various services and products under the ATP Zeta Health Program, ÉNERGÉTIQUE, and BEAUNIQUE names. Its products include ATP1s Survivor Select that contains various essential nutrients required by the human body to maintain normal metabolism; ATP2 Energized Mineral Concentrate, a nutritional supplement, which supports and enhances nutritional biochemical activities; ATP3 Ionized Cal-Mag, a calcium and magnesium minerals supplement; ATP4 Omega Blend, an oil blend that provides a bio-effective balance of essential fatty acids, omega 3, and omega 6; ATP5 BetaMaxx, a natural immune enhancer; AGN-Vege Fruit Fiber, a nutrition-based formulation for intestines and stomach; AGP1 Iron to improve iron deficiency anemia; and YFA-Young Formula, an anti-aging and youthful maintenance supplement. The company also provides BEAUNIQUE Mito+, an antioxidant drink for cellular, immune, metabolic, brain, and skin health; and ORYC-Organic Youth Care Cleansing Bar, an organic cleansing soap for the skin. In addition, it offers N°1 Med-Hydration, a mask that enhances skin moisture and luminosity; N°2 Med-Whitening, a mask for boosting skin moisture level and protecting skin against UV radiation; N°3 Med-Firming, which provides protection and maintenance of the basal skin collagen production; ÉNERGÉTIQUE hyaluronic acid serum; and ÉNERGÉTIQUE mousse facial cleanser, as well as Trim+, which inhibits the activities of carbohydrates digestive enzymes that result in a reduction of the breakdown and absorption of sugars. The company was incorporated in 2016 and is based in Kuala Lumpur, Malaysia.",Dr. Kok Choong  How,Consumer Defensive,MY,30,60 1 9223 0099,"1705 – 1708, Faber Towers",Kuala Lumpur,,58100,,0,https://financialmodelingprep.com/image-stock/AATP.jpg,2018-10-05,False,False,False,False,False
