symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
ASPR,0.0013,15.319045,578,32500,0,1.0E-4-0.0013,0.0004,Adsouth Partners Inc.,USD,,US00737M2008,00737M200,Other OTC,OTC,,,"Adsouth Partners Inc. is a vertically integrated direct response marketing company which provides placement of advertising, the production of advertisements, creative advertising, and public relations consulting services in the United States and Canada. The company provides various advertising services primarily comprising the placement of advertising in television, Internet, and print media outlets; the production of advertising content, including television commercials, print advertising, and other graphics design literature; and advertising and marketing consulting services. It also sells, installs, and services power generator systems to residential homeowners and commercial business throughout Florida. The company was formerly known as Adsouth, Inc. and changed its name to Adsouth Partners Inc. in January, 2004. The company was founded in 2003 and is based in Boca Raton, Florida. Adsouth Partners Inc. is a former subsidiary of Zenith Technology, Inc.",Mr. Loren R. Haynes,,US,30,561-750-0410,1141 South Rogers Circle,Boca Raton,FL,,,0,https://financialmodelingprep.com/image-stock/ASPR.png,2023-04-19,False,False,False,False,False
