symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
ADES,1.94,0,127429,63532090,3,1.17-3.78,0.04,"Advanced Emissions Solutions, Inc.",USD,0001515156,US00770C1018,00770C101,NASDAQ Global Market,NASDAQ,Pollution & Treatment Controls,https://www.advancedemissionssolutions.com,"Advanced Emissions Solutions, Inc., together with its subsidiaries, provides environmental technologies and specialty chemicals in the United States. It operates through two segments, Refined Coal and Advanced Purification Technologies. The company offers CyClean technology, a pre-combustion coal treatment process to enhance combustion, as well as to reduce emissions of nitrogen oxide and mercury from coals burned in cyclone boilers; and M-45 and M-45-PC technologies, which are pre-combustion coal treatment technologies used to control emissions from circulating fluidized bed boilers and pulverized coal boilers. It also provides mercury and other air contaminants controls; and activated carbon products, such as powdered activated carbon and granular activated carbon, as well as owns an associated lignite mine that supplies the raw material for the powdered activated carbon plant. The company's products are used in removal of heavy metal pollutants; treatment of drinking and waste waters; industrial acid gas and odor removal; automotive gasoline emission control; soil and ground water remediation; and food and beverage process and product purifications. It serves customers in the coal-fired power generation and industrial boiler processes. Advanced Emissions Solutions, Inc. was founded in 1996 and is headquartered in Greenwood Village, Colorado.",Mr. Robert E. Rasmus,Industrials,US,139,720 598 3500,8051 E. Maplewood Avenue,Greenwood Village,CO,80111,4.0995,7.2395,https://financialmodelingprep.com/image-stock/ADES.png,2004-01-23,True,False,True,False,False
