symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
FELTY,11.03,0.982893,3281,6301880553,0.21,8.37-12.23,-0.02,"Fuji Electric Co., Ltd.",USD,,US35955T1079,35955T107,Other OTC,PNK,Electrical Equipment & Parts,https://www.fujielectric.co.jp,"Fuji Electric Co., Ltd., together with its subsidiaries, operates in the power electronics systems energy and industry, electronic devices, food and beverage distribution, and power generation businesses worldwide. It offers AC drives, motors, and servo systems; semiconductors and photoconductors; uninterruptible power systems, solar inverters, data centers, rectifiers, and formers; instrumentation products and sensors, and radiation monitoring systems; factory automation systems; and LV and MV distributions, motor controls, and energy control equipment. The company also provides oil-immersed transformers, shunt reactors, cast resin transformers, gas insulated switchgears, MV and LV switchgears and control centers, vacuum circuit breakers, and pure water vaporization cooling silicon rectifiers; tunnel ventilation systems, marine environment protection systems, and electrical equipment for railcars; thermal, geothermal, nuclear, and fuel cell power generation equipment and plants; power system simulators; system solutions; and service solutions and after sales services, as well as upgrade services for equipment. In addition, it offers multipurpose vending machines, can and PET bottle beverage vending machines, coin mechanisms, and bill validators. The company was formerly known as Fuji Electric Holdings Co., Ltd. and changed its name to Fuji Electric Co., Ltd. in 2011. Fuji Electric Co., Ltd. was incorporated in 1923 and is headquartered in Tokyo, Japan.",Mr. Michihiro  Kitazawa,Industrials,JP,27123,81 3 5435 7111,Gate City Osaki East Tower,Tokyo,,141-0032,,0,https://financialmodelingprep.com/image-stock/FELTY.png,2011-09-09,False,False,True,False,False
