symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
SHPNF,0.019,3.010715,1863,1115845,0,0.0041-0.1096,-0.001,Shoal Point Energy Ltd.,USD,,,,Other OTC,PNK,Oil & Gas E&P,https://www.shoalpointenergy.com,"Shoal Point Energy Ltd., a petroleum exploration and development company, engages in the acquisition, exploration, and development of oil and natural gas properties in Canada. It holds interest in the Humber Arm shale play covering an area of approximately 220,000 acres located in the west coast of Newfoundland. The company was incorporated in 2006 and is headquartered in Vancouver, Canada.",Mr. Mark  Jarvis,Energy,CA,,416 637 2181,700 West Pender Street,Vancouver,BC,V6C 1G8,,0,https://financialmodelingprep.com/image-stock/SHPNF.png,2018-08-24,True,False,False,False,False
