symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
GMVHY,11.6,1.377387,46159,7716332064,0.21,10.91-19.23,-0.05,Entain Plc,USD,,US2936031069,,Other OTC,PNK,Gambling,https://entaingroup.com,"Entain PLC operates as a sports-betting and gaming company. The company provides online betting, casino, poker, and bingo services through mobile and web under the bwin; online and multi-channel betting under the Ladbrokes; street and online betting under the Coral; sports betting, casino, game, and poker under the Sportingbet; online bingo, sportsbook, casino, and poker access under the Betboo; and sports betting, poker, and casino games under the Crystalbet brands, as well as Gamebookers, a full-service sportsbook. It also offers software and technology for race book and sportsbook under the Stadium; online sports betting, casino, and gaming under the Eurobet; sports action and horse racing under the Neds; online bingo under the Gala Bingo; casino and live casino under the Gala Casino; virtual sports under the AGT brands, as well as partypoker, which provides online poker; PartyCasino that provides online casino; and Gala Spins, a gaming application. In addition, the company provides Foxy Bingo that provides online bingo; Foxy Games, which offers slot games, jackpots, and various table games; casino and live casino games under the Casino Las Vegas brand; playtech casino under the Casino King brand; Ladbrokes.be, a shop and newsagent outlet; Ladbrokes.com.au, an online betting site; online betting and gaming under the Optibet; online casino and betting under the NinjaCasino brand; gender-neutral mobile-first casino and bingo under the Laimz brand; online sports, casino, and poker under the BetMGM brand; online sports and gaming under the Borgata brand; and Danske Spil that provides online gaming. Further, it operates an online casino website for German-speaking markets under the CasinoClub brand; Gioco Digitale, a gaming site; and Cheeky Bingo, a bingo platform. Additionally, the company offers PMU that offers online poker; betting in the shop estates; and telephone betting services. Entain PLC was founded in 2004 and is headquartered in London, the United Kingdom.",Ms. Jette  Nygaard-Andersen,Consumer Cyclical,GB,19186,44 3502 007 8700,One New Change,London,,EC4M 9AF,,0,https://financialmodelingprep.com/image-stock/GMVHY.png,2020-06-04,False,False,True,False,False
