symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
NPK,75.21,0.661971,22010,532240863,1,65.63-82.59,0.73,"National Presto Industries, Inc.",USD,0000080172,US6372151042,637215104,New York Stock Exchange,NYSE,Aerospace & Defense,https://www.gopresto.com,"National Presto Industries Inc. provides housewares and small electric appliance, and defense products primarily in North America. It operates through three segments: Housewares/Small Appliance, Defense, and Safety. The company's Housewares/Small Appliance segment designs, markets, and distributes housewares and small electrical appliances, including pressure cookers and canners; heat control single thermostatic control line of skillets, griddles, woks, and multi-purpose cookers; slow cookers; deep fryers; air fryers; waffle makers; pizza ovens; slicer/shredders; electric heaters; hot air, oil, and microwave corn poppers; dehydrators; rice cookers; microwave bacon cookers; egg cookers; coffeemakers and coffeemaker accessories; electric tea kettles; electric knife sharpeners; various kitchen gadgets; and timers under the Presto Control Master brand. This segment sells its products directly to retailers, as well as through independent distributors. The Defense segment manufactures and sells 40mm ammunition, precision mechanical and electro-mechanical products, and medium caliber cartridge cases; and detonators, booster pellets, release cartridges, lead azide, and other military energetic devices and materials. This segment primarily serves the United States Department of Defense (DOD) and DOD prime contractors. The Safety segment patents machine learning, digital sensors, and cloud-based technology to continuously monitor freezers and refrigerators detecting and alerting users to potential safety issues around pharmaceuticals and food. National Presto Industries Inc. was incorporated in 1905 and is based in Eau Claire, Wisconsin.",Ms. Maryjo J. Cohen,Industrials,US,973,715 839 2121,3925 North Hastings Way,Eau Claire,WI,54703-3703,2.90269,70.1273,https://financialmodelingprep.com/image-stock/NPK.png,1980-03-17,False,False,True,False,False
