symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
BACHY,9,0.401211,97367,149407204896,0.8,7.98-10.87,0.03,Bank of China Limited,USD,,US06426M1045,06426M104,Other OTC,PNK,Banks—Diversified,https://www.boc.cn,"Bank of China Limited, together with its subsidiaries, provides various banking and financial services. It operates through six segments: Corporate Banking, Personal Banking, Treasury Operations, Investment Banking, Insurance, and Other Operations. The Corporate Banking segment offers current accounts, deposits, overdrafts, loans, trade-related products and other credit facilities, foreign currency, derivatives, and wealth management products to corporate customers, government authorities, and financial institutions. The Personal Banking segment provides savings deposits, personal loans, credit and debit cards, payments and settlements, wealth management products, and funds and insurance agency services to retail customers. The Treasury Operations segment is involved in foreign exchange transactions, customer-based interest rate and foreign exchange derivative transactions, money market transactions, proprietary trading, and asset and liability management. The Investment Banking segment offers debt and equity underwriting, financial advisory, stock brokerage, investment research and asset management, and private equity investment services, as well as sells and trades in securities. The Insurance segment underwrites general and life insurance products; and provides insurance agency services. As of December 31, 2021, the company had 10,382 branches and outlets, which include 520 institutions in the Chinese mainland and 550 institutions in Hong Kong, Macao, Taiwan, and other countries. It is also involved in the aircraft leasing business. The company was founded in 1912 and is headquartered in Beijing, China.",Mr. Jin  Liu,Financial Services,CN,306182,86 10 6659 6688,No. 1 Fuxingmen Nei Dajie,Beijing,,100818,,0,https://financialmodelingprep.com/image-stock/BACHY.png,2009-12-29,False,False,True,False,False
