symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
REFI,14.92,0,95290,271176968,1.88,12.91-16.5,-0.08,"Chicago Atlantic Real Estate Finance, Inc.",USD,0001867949,US1672391026,167239102,NASDAQ Global Market,NASDAQ,REIT—Mortgage,https://investors.refi.reit,"Chicago Atlantic Real Estate Finance, Inc. operates as a commercial real estate finance company in the United States. It originates, structures, and invests in first mortgage loans and alternative structured financings secured by commercial real estate properties. The company offers senior loans to state-licensed operators and property owners in the cannabis industry. It has elected to be taxed as a real estate investment trust (REIT) and would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. The company was incorporated in 2021 and is based in Chicago, Illinois.",Mr. Anthony  Cappell,Real Estate,US,,312 809 7002,420 North Wabash Avenue,Chicago,IL,60611,,0,https://financialmodelingprep.com/image-stock/REFI.png,2021-12-08,False,False,True,False,False
