symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
KUBTY,69.64,0.94087,43567,16422086960,1.66,65.0-84.22,-1.58,Kubota Corporation,USD,,US5011732071,501173207,Other OTC,PNK,Farm & Heavy Construction Machinery,https://www.kubota.co.jp,"Kubota Corporation manufactures and markets machinery and related solutions in the food, water, and environment markets in Japan, North America, Europe, Asia, and internationally. It operates in three segments: Farm & Industrial Machinery, Water & Environment, and Other. The Farm & Industrial Machinery segment offers tractors, power tillers, combine harvesters, rice transplanters, turf equipment, utility vehicles, other agricultural machinery, implements, attachments, post-harvest machinery, vegetable production equipment, and other agricultural equipment; cooperative drying, rice seedling, and gardening facilities; rice mill plants; scales, weighing and measuring control systems, and air purifiers; engines for farming, construction, industrial machinery, and generators; and mini excavators, wheel and skid steer loaders, compact track and, and other construction machinery related products. The Water & Environment segment provides ductile iron and plastic pipes, valves, and single stack drain fittings, as well as design and construction services; reformer and cracking tubes, hearth and steel mill rolls, TXAX friction materials, and spiral welded steel pipes; air-conditioning equipment; wastewater treatment equipment and plants, pumps and plants, membrane solutions, flue gas desulfurization apparatus, membrane methane fermentation plants, and bathtubs; and water purification, night-soil treatment, waste incinerating and melting, and waste shredding and sorting plants. The Other segment offers logistics; and roofing and siding materials. The company also engages in non-life insurance underwriting, finance leasing and factoring services, building maintenance, security guarding, transportation, storage, distribution, and cargo handling businesses; and export and import of repair parts related to farm equipment, engines, and construction machinery. It serves customers through a network of dealers. The company was founded in 1890 and is headquartered in Osaka, Japan.",Mr. Yuichi  Kitao,Industrials,JP,50352,81 6 6648 2111,"2-47, Shikitsuhigashi 1-chome",Osaka,,556-8601,,0,https://financialmodelingprep.com/image-stock/KUBTY.png,1980-04-08,False,False,True,False,False
