symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
CAR,180.28,2.444521,539695,6983848892,4.101498,153.55-251.26,4.73,"Avis Budget Group, Inc.",USD,0000723612,US0537741052,053774105,NASDAQ Global Select,NASDAQ,Rental & Leasing Services,https://www.avisbudgetgroup.com,"Avis Budget Group, Inc., together with its subsidiaries, provides car and truck rentals, car sharing, and ancillary products and services to businesses and consumers. It operates the Avis brand, that offers vehicle rental and other mobility solutions to the premium commercial and leisure segments of the travel industry; the Budget Truck brand, a local, and one-way truck and cargo van rental businesses with a fleet of approximately 20,000 vehicles, which are rented through a network of approximately 465 dealer-operated and 385 company-operated locations that serve the consumer and light commercial sectors in the continental United States; and the Zipcar brand, a car sharing network. The company also operates various other car rental brands, such as Budget, Payless, Apex, Maggiore, MoriniRent, FranceCars, Amicoblue, Turiscar, and ACL Hire. In addition, it offers optional insurance products and coverages, such as supplemental liability, personal accident, personal effects protection, emergency sickness protection, and automobile towing protection and cargo insurance products; fuel service options, roadside assistance services, electronic toll collection services, curbside delivery, tablet rentals, access to satellite radio, portable navigation units, and child safety seat rentals; automobile towing equipment and other moving accessories, such as hand trucks, furniture pads, and moving supplies; and Business Intelligence solution, an online portal for corporate travel. Avis Budget Group, Inc. operates in approximately 10,400 locations worldwide. The company was formerly known as Cendant Corporation and changed its name to Avis Budget Group, Inc. in September 2006. Avis Budget Group, Inc. was founded in 1946 and is headquartered in Parsippany, New Jersey.",Mr. Joseph A. Ferraro,Industrials,US,18500,973 496 4700,6 Sylvan Way,Parsippany,NJ,07054,37.1387,232.829,https://financialmodelingprep.com/image-stock/CAR.png,1983-09-14,False,False,True,False,False
