symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
MCCRF,1.12,0.611566,2129,32008032,0.03,0.66-1.28,-0.05,McCoy Global Inc.,USD,,,,Other OTC,PNK,Oil & Gas Equipment & Services,https://www.mccoyglobal.com,"McCoy Global Inc. provides equipment and technologies to support tubular running operations that enhance wellbore integrity and assist with collecting critical data for the energy industry primarily in Canada. It designs, produces, and distributes capital equipment to support wellbore integrity; and supports capital equipment sales through aftermarket products and services, such as technical support, consumables, and replacement parts. The company also offers data collection technologies used in rugged applications in the energy, construction, marine, and aerospace sectors; and repair, maintenance, and calibration services for the capital equipment and related competitor products; and corporation technology rental services. In addition, it provides hydraulic power tongs used to make-up and break-out casing, tubing, and drill-pipe; casing running tools; tubular running technologies; torque-turn monitoring and control software system; wireless data subs; mud handling equipment; bucking units for assembling couplings to casing in tubular manufacturing plants; diesel and electric hydraulic power units; roughnecks; load monitoring systems; portable aircraft digital scales; and winch control systems. The company offers aftermarket products and services, including dies and inserts for tubular make-up and handling equipment; and gauging services. It markets its products and services through direct sales, agents, re-sellers, and distributors primarily under the SmarTR, Virtual ThreadRep, SmartCRT, SmartFMS, CalCERT, DWCRT, weCATT, weVERIFY, winCATT, GRITFACE, CLINCHER, HYTOPS, CHROMEMASTER, LOCKJAW, weTORQ, Autofill, AutoValve, and SWSES brand names in the United States, Latin America, the Middle East, Africa, Europe, Russia, the Asia Pacific, and Canada. The company was formerly known as McCoy Corporation and changed its name to McCoy Global Inc. in July 2014. McCoy Global Inc. was founded in 1914 and is headquartered in Edmonton, Canada.",Mr. James W. Rakievich ICD.D,Energy,CA,114,,9910 – 39 Avenue,Edmonton,AB,T6E 5H8,,0,https://financialmodelingprep.com/image-stock/MCCRF.png,2008-04-02,True,False,True,False,False
